1,1,A,180,175
3,5,A,180,175
4,6,G,180,175
6,7,G,180,175
7,10,G,180,175
8,11,G,180,175
9,12,G,180,175
10,3,A,180,175
11,4,A,180,175
12,9,A,425,170
13,13,G,180,175
14,14,G,180,175
15,15,G,180,175
16,16,G,180,175
